,STATE,COUNTY,STNAME,CTYNAME,YEAR,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
24757,51,640,Virginia,Galax city,2015,6800,3164,3636,2801,3283,244,236,10,16,20,24,11,9,78,68,2874,3344,298,279,26,35,31,38,13,10,2662,3105,2370,2802,205,215,3,7,19,24,2,1,63,56,2430,2851,248,252,15,22,28,35,4,2,502,531,431,481,39,21,7,9,1,0,9,8,15,12,444,493,50,27,11,13,3,3,9,8
24776,51,640,Virginia,Galax city,2016,6604,3053,3551,2696,3208,237,223,9,16,19,25,11,9,81,70,2774,3273,288,268,30,37,31,33,11,10,2559,3009,2275,2717,196,199,2,7,18,25,2,1,66,60,2339,2773,240,239,15,22,29,33,2,2,494,542,421,491,41,24,7,9,1,0,9,8,15,10,435,500,48,29,15,15,2,0,9,8
24795,51,640,Virginia,Galax city,2017,6484,3004,3480,2639,3132,235,221,12,19,23,26,11,9,84,73,2716,3204,292,270,33,35,34,32,13,12,2530,2945,2240,2649,193,198,4,8,22,26,2,1,69,63,2304,2711,241,241,18,20,32,32,4,4,474,535,399,483,42,23,8,11,1,0,9,8,15,10,412,493,51,29,15,15,2,0,9,8
24814,51,640,Virginia,Galax city,2018,6348,2947,3401,2588,3057,225,215,12,17,25,27,11,10,86,75,2668,3129,283,268,32,33,38,35,12,12,2475,2861,2194,2570,180,191,4,7,24,27,2,2,71,64,2260,2632,231,237,18,19,34,34,3,4,472,540,394,487,45,24,8,10,1,0,9,8,15,11,408,497,52,31,14,14,4,1,9,8
24833,51,640,Virginia,Galax city,2019,6347,2964,3383,2606,3037,227,217,13,17,23,26,11,8,84,78,2682,3110,288,271,33,36,32,36,14,8,2468,2845,2192,2552,179,192,4,7,22,26,2,1,69,67,2255,2614,229,240,20,22,29,35,5,1,496,538,414,485,48,25,9,10,1,0,9,7,15,11,427,496,59,31,13,14,3,1,9,7
24890,51,650,Virginia,Hampton city,2010,137415,65766,71649,29966,29872,31916,37040,330,356,1284,1780,88,103,2182,2498,31628,31710,33363,38774,1063,1279,1946,2488,205,227,62637,68434,28153,28143,31055,36029,234,268,1247,1732,68,83,1880,2179,29563,29729,32320,37562,839,1054,1842,2373,163,187,3129,3215,1813,1729,861,1011,96,88,37,48,20,20,302,319,2065,1981,1043,1212,224,225,104,115,42,40
24909,51,650,Virginia,Hampton city,2011,136628,65593,71035,29878,29538,31800,36752,326,364,1318,1787,86,100,2185,2494,31537,31389,33277,38509,1048,1293,1965,2480,199,226,62281,67738,27880,27678,30923,35796,228,269,1284,1745,66,80,1900,2170,29309,29283,32215,37329,821,1054,1878,2374,164,186,3312,3297,1998,1860,877,956,98,95,34,42,20,20,285,324,2228,2106,1062,1180,227,239,87,106,35,40
24928,51,650,Virginia,Hampton city,2012,137177,65925,71252,30153,29692,31751,36726,339,347,1345,1833,86,101,2251,2553,31887,31586,33284,38496,1051,1261,2025,2557,211,226,62453,67816,27994,27673,30885,35774,244,262,1309,1784,63,80,1958,2243,29484,29311,32228,37349,842,1042,1925,2445,159,184,3472,3436,2159,2019,866,952,95,85,36,49,23,21,293,310,2403,2275,1056,1147,209,219,100,112,52,42
24947,51,650,Virginia,Hampton city,2013,137332,66213,71119,30338,29605,31767,36585,350,371,1360,1832,97,97,2301,2629,32115,31563,33330,38424,1100,1311,2030,2565,208,226,62622,67608,28088,27515,30891,35643,249,265,1319,1787,76,75,1999,2323,29624,29235,32265,37279,862,1075,1934,2458,166,184,3591,3511,2250,2090,876,942,101,106,41,45,21,22,302,306,2491,2328,1065,1145,238,236,96,107,42,42
24966,51,650,Virginia,Hampton city,2014,137680,66483,71197,30237,29323,31954,36804,324,359,1383,1834,89,93,2496,2784,32166,31411,33655,38765,1101,1323,2131,2653,228,214,62759,67591,27895,27160,31071,35845,234,253,1340,1784,65,69,2154,2480,29546,29009,32546,37607,866,1092,2023,2543,174,165,3724,3606,2342,2163,883,959,90,106,43,50,24,24,342,304,2620,2402,1109,1158,235,231,108,110,54,49
24985,51,650,Virginia,Hampton city,2015,136264,65790,70474,29749,28734,31667,36662,334,354,1408,1853,95,94,2537,2777,31727,30829,33397,38627,1109,1306,2186,2665,214,212,62031,66900,27367,26579,30782,35702,236,241,1361,1809,72,70,2213,2499,29073,28448,32304,37486,877,1076,2071,2564,169,173,3759,3574,2382,2155,885,960,98,113,47,44,23,24,324,278,2654,2381,1093,1141,232,230,115,101,45,39
25004,51,650,Virginia,Hampton city,2016,135374,65242,70132,29190,28344,31619,36725,334,380,1393,1806,99,101,2607,2776,31210,30444,33384,38690,1132,1313,2187,2631,243,229,61436,66497,26793,26124,30718,35771,227,261,1340,1760,73,76,2285,2505,28552,28008,32287,37562,887,1080,2058,2527,189,181,3806,3635,2397,2220,901,954,107,119,53,46,26,25,322,271,2658,2436,1097,1128,245,233,129,104,54,48
25023,51,650,Virginia,Hampton city,2017,134725,64832,69893,28665,27893,31635,36927,354,365,1386,1769,104,109,2688,2830,30780,30033,33473,38920,1160,1310,2203,2593,229,249,60859,66134,26193,25631,30677,35917,236,238,1339,1720,72,77,2342,2551,28022,27546,32288,37737,891,1064,2087,2490,169,192,3973,3759,2472,2262,958,1010,118,127,47,49,32,32,346,279,2758,2487,1185,1183,269,246,116,103,60,57
25042,51,650,Virginia,Hampton city,2018,134330,64625,69705,28260,27586,31742,36975,341,374,1422,1811,111,121,2749,2838,30431,29742,33631,38968,1135,1318,2278,2636,236,261,60591,65701,25686,25165,30812,35920,237,250,1374,1753,77,83,2405,2530,27573,27070,32493,37703,882,1074,2161,2520,175,206,4034,4004,2574,2421,930,1055,104,124,48,58,34,38,344,308,2858,2672,1138,1265,253,244,117,116,61,55
25061,51,650,Virginia,Hampton city,2019,134510,64540,69970,28048,27430,31760,37216,369,399,1423,1859,117,125,2823,2941,30273,29670,33706,39278,1166,1385,2279,2725,262,248,60367,65775,25437,24894,30794,36134,239,263,1370,1797,80,84,2447,2603,27349,26865,32489,37979,879,1110,2163,2590,200,185,4173,4195,2611,2536,966,1082,130,136,53,62,37,41,376,338,2924,2805,1217,1299,287,275,116,135,62,63
25118,51,660,Virginia,Harrisonburg city,2010,48993,22880,26113,19471,22614,1765,1711,176,153,875,971,41,58,552,606,19970,23166,2028,2003,291,282,1097,1209,63,78,18820,22395,15959,19414,1496,1455,47,38,829,938,21,43,468,507,16383,19875,1714,1703,128,125,1036,1154,40,58,4060,3718,3512,3200,269,256,129,115,46,33,20,15,84,99,3587,3291,314,300,163,157,61,55,23,20
25137,51,660,Virginia,Harrisonburg city,2011,49935,23427,26508,19802,22850,1883,1826,187,152,933,997,44,60,578,623,20327,23423,2152,2146,315,275,1169,1237,57,77,19126,22524,16088,19421,1599,1526,48,34,883,964,21,47,487,532,16533,19910,1820,1795,135,118,1101,1189,34,64,4301,3984,3714,3429,284,300,139,118,50,33,23,13,91,91,3794,3513,332,351,180,157,68,48,23,13
25156,51,660,Virginia,Harrisonburg city,2012,51312,24268,27044,20384,23201,2045,1954,187,152,988,1056,46,62,618,619,20952,23784,2348,2259,305,272,1240,1295,64,77,19749,22807,16483,19559,1722,1616,50,38,942,1022,23,46,529,526,16968,20064,1967,1866,133,121,1179,1241,40,58,4519,4237,3901,3642,323,338,137,114,46,34,23,16,89,93,3984,3720,381,393,172,151,61,54,24,19
25175,51,660,Virginia,Harrisonburg city,2013,51537,24458,27079,20418,23162,2127,1984,190,148,1044,1082,49,67,630,636,21003,23743,2419,2302,313,269,1293,1326,69,88,19760,22629,16381,19336,1791,1634,49,36,996,1042,24,49,519,532,16867,19827,2026,1893,127,119,1224,1265,42,66,4698,4450,4037,3826,336,350,141,112,48,40,25,18,111,104,4136,3916,393,409,186,150,69,61,27,22
25194,51,660,Virginia,Harrisonburg city,2014,52542,25116,27426,20847,23367,2211,2072,201,164,1121,1087,52,65,684,671,21472,23991,2541,2394,336,301,1394,1357,75,83,20201,22729,16628,19337,1866,1712,58,43,1063,1041,24,47,562,549,17144,19853,2127,1971,144,132,1311,1285,44,58,4915,4697,4219,4030,345,360,143,121,58,46,28,18,122,122,4328,4138,414,423,192,169,83,72,31,25
25213,51,660,Virginia,Harrisonburg city,2015,52675,25271,27404,20858,23227,2285,2112,210,180,1160,1132,47,64,711,689,21515,23862,2631,2463,340,315,1454,1404,61,81,20273,22615,16587,19135,1922,1748,50,41,1101,1084,24,47,589,560,17133,19654,2198,2026,137,125,1369,1330,34,62,4998,4789,4271,4092,363,364,160,139,59,48,23,17,122,129,4382,4208,433,437,203,190,85,74,27,19
25232,51,660,Virginia,Harrisonburg city,2016,53542,25648,27894,21105,23511,2363,2223,210,186,1172,1141,51,69,747,764,21802,24213,2730,2608,349,333,1462,1440,72,93,20491,22838,16653,19222,2010,1853,59,45,1114,1090,24,46,631,582,17247,19764,2308,2148,153,128,1383,1347,42,56,5157,5056,4452,4289,353,370,151,141,58,51,27,23,116,182,4555,4449,422,460,196,205,79,93,30,37
25251,51,660,Virginia,Harrisonburg city,2017,53644,25749,27895,21151,23402,2382,2247,210,188,1209,1162,54,75,743,821,21834,24160,2744,2672,335,370,1521,1447,81,99,20376,22638,16498,19001,2026,1847,58,54,1144,1108,25,51,625,577,17079,19537,2324,2139,135,139,1429,1348,43,65,5373,5257,4653,4401,356,400,152,134,65,54,29,24,118,244,4755,4623,420,533,200,231,92,99,38,34
25270,51,660,Virginia,Harrisonburg city,2018,53488,25643,27845,20979,23268,2450,2257,223,195,1193,1176,54,71,744,878,21672,24080,2814,2717,349,367,1501,1489,74,98,20094,22434,16190,18747,2071,1854,59,59,1125,1120,26,47,623,607,16774,19317,2375,2151,140,146,1404,1383,42,63,5549,5411,4789,4521,379,403,164,136,68,56,28,24,121,271,4898,4763,439,566,209,221,97,106,32,35
25289,51,660,Virginia,Harrisonburg city,2019,53016,25496,27520,20822,22960,2453,2266,232,196,1182,1156,51,72,756,870,21524,23758,2826,2713,355,381,1490,1474,71,95,19897,22121,15996,18449,2077,1871,61,57,1112,1098,23,48,628,598,16588,19003,2375,2170,144,141,1391,1361,38,59,5599,5399,4826,4511,376,395,171,139,70,58,28,24,128,272,4936,4755,451,543,211,240,99,113,33,36
25346,51,670,Virginia,Hopewell city,2010,22642,10501,12141,6170,6891,3863,4742,48,50,71,124,18,19,331,315,6464,7156,4074,4952,137,138,133,194,39,28,9694,11464,5619,6418,3684,4584,36,40,61,115,7,18,287,289,5873,6659,3872,4784,105,115,119,180,27,27,807,677,551,473,179,158,12,10,10,9,11,1,44,26,591,497,202,168,32,23,14,14,12,1
25365,51,670,Virginia,Hopewell city,2011,22502,10447,12055,6115,6793,3859,4740,50,58,80,123,19,19,324,322,6396,7079,4071,4957,141,137,145,186,35,36,9656,11404,5549,6333,3715,4603,35,45,68,113,8,18,281,292,5790,6593,3902,4800,107,110,128,174,23,35,791,651,566,460,144,137,15,13,12,10,11,1,43,30,606,486,169,157,34,27,17,12,12,1
25384,51,670,Virginia,Hopewell city,2012,22309,10328,11981,5973,6656,3897,4790,48,52,79,125,19,21,312,337,6249,6964,4105,5015,118,129,150,191,34,35,9540,11298,5404,6171,3754,4644,34,40,68,116,8,19,272,308,5642,6455,3933,4852,89,104,136,178,23,32,788,683,569,485,143,146,14,12,11,9,11,2,40,29,607,509,172,163,29,25,14,13,11,3
25403,51,670,Virginia,Hopewell city,2013,22161,10337,11824,5918,6476,3927,4779,57,64,83,131,25,24,327,350,6205,6783,4137,5018,151,138,145,204,38,44,9516,11106,5336,5957,3772,4638,38,51,72,121,14,22,284,317,5586,6234,3957,4855,108,116,130,190,27,41,821,718,582,519,155,141,19,13,11,10,11,2,43,33,619,549,180,163,43,22,15,14,11,3
25422,51,670,Virginia,Hopewell city,2014,22109,10337,11772,5857,6312,3942,4838,58,63,91,147,26,23,363,389,6177,6661,4189,5096,136,152,167,242,48,36,9503,11026,5280,5773,3788,4704,36,47,79,135,13,21,307,346,5552,6082,3998,4940,96,121,148,221,30,33,834,746,577,539,154,134,22,16,12,12,13,2,56,43,625,579,191,156,40,31,19,21,18,3
25441,51,670,Virginia,Hopewell city,2015,22231,10363,11868,5780,6255,4002,4957,59,68,102,169,30,23,390,396,6122,6601,4253,5234,155,147,195,263,47,39,9512,11103,5177,5688,3865,4835,37,53,92,158,15,21,326,348,5465,5994,4077,5083,107,117,173,241,31,35,851,765,603,567,137,122,22,15,10,11,15,2,64,48,657,607,176,151,48,30,22,22,16,4
25460,51,670,Virginia,Hopewell city,2016,22539,10502,12037,5741,6193,4151,5153,73,77,106,188,28,28,403,398,6101,6549,4418,5428,176,169,184,267,43,43,9605,11211,5112,5592,3995,5013,49,58,92,175,15,21,342,352,5414,5903,4224,5261,127,136,164,249,30,35,897,826,629,601,156,140,24,19,14,13,13,7,61,46,687,646,194,167,49,33,20,18,13,8
25479,51,670,Virginia,Hopewell city,2017,22505,10510,11995,5644,6078,4282,5241,75,80,103,187,29,31,377,378,5975,6403,4523,5495,168,169,185,258,46,55,9595,11145,5005,5458,4115,5098,50,57,92,175,16,24,317,333,5282,5741,4325,5330,117,126,166,241,30,47,915,850,639,620,167,143,25,23,11,12,13,7,60,45,693,662,198,165,51,43,19,17,16,8
25498,51,670,Virginia,Hopewell city,2018,22478,10488,11990,5552,5966,4312,5311,77,77,118,195,28,29,401,412,5913,6331,4574,5592,166,168,211,279,46,52,9522,11072,4871,5291,4144,5162,52,57,105,180,15,21,335,361,5169,5609,4379,5407,112,134,183,259,32,44,966,918,681,675,168,149,25,20,13,15,13,8,66,51,744,722,195,185,54,34,28,20,14,8
25517,51,670,Virginia,Hopewell city,2019,22529,10512,12017,5488,5869,4383,5413,83,82,132,214,28,27,398,412,5844,6231,4653,5687,166,173,223,307,44,45,9549,11066,4809,5165,4213,5260,55,60,119,200,15,21,338,360,5108,5481,4440,5503,122,128,201,288,30,39,963,951,679,704,170,153,28,22,13,14,13,6,60,52,736,750,213,184,44,45,22,19,14,6
25574,51,678,Virginia,Lexington city,2010,7043,3920,3123,3365,2680,364,325,6,2,96,63,3,2,86,51,3441,2725,393,348,29,16,138,84,8,3,3755,3022,3216,2589,354,320,6,2,94,63,3,1,82,47,3289,2630,380,341,28,15,135,83,8,2,165,101,149,91,10,5,0,0,2,0,0,1,4,4,152,95,13,7,1,1,3,1,0,1
25593,51,678,Virginia,Lexington city,2011,6972,3889,3083,3328,2636,355,317,7,3,108,72,3,2,88,53,3404,2683,387,338,32,17,149,95,8,5,3733,2980,3188,2543,345,312,7,3,106,72,3,1,84,49,3260,2586,374,330,32,17,146,94,8,4,156,103,140,93,10,5,0,0,2,0,0,1,4,4,144,97,13,8,0,0,3,1,0,1
25612,51,678,Virginia,Lexington city,2012,7018,3928,3090,3355,2638,353,317,9,7,119,72,3,2,89,54,3434,2685,384,341,32,26,161,89,9,4,3765,2975,3212,2539,343,311,7,3,117,71,3,1,83,50,3285,2582,371,332,29,22,157,87,9,3,163,115,143,99,10,6,2,4,2,1,0,1,6,4,149,103,13,9,3,4,4,2,0,1
25631,51,678,Virginia,Lexington city,2013,7146,3992,3154,3398,2687,362,322,10,8,121,78,3,2,98,57,3486,2733,395,354,41,26,166,96,12,4,3832,3039,3257,2589,352,316,8,4,119,77,3,1,93,52,3340,2630,382,345,38,21,163,94,12,3,160,115,141,98,10,6,2,4,2,1,0,1,5,5,146,103,13,9,3,5,3,2,0,1
25650,51,678,Virginia,Lexington city,2014,7125,3988,3137,3390,2668,353,324,8,5,132,86,3,2,102,52,3479,2714,394,347,35,19,177,108,9,4,3826,3031,3246,2576,342,317,8,5,130,85,3,1,97,47,3330,2617,380,337,34,19,174,105,9,3,162,106,144,92,11,7,0,0,2,1,0,1,5,5,149,97,14,10,1,0,3,3,0,1
25669,51,678,Virginia,Lexington city,2015,7162,4051,3111,3410,2652,360,306,8,5,141,92,3,2,129,54,3526,2697,413,335,30,20,205,111,9,4,3889,2999,3265,2552,350,300,8,5,139,91,3,1,124,50,3376,2593,400,326,29,20,202,109,9,3,162,112,145,100,10,6,0,0,2,1,0,1,5,4,150,104,13,9,1,0,3,2,0,1
25688,51,678,Virginia,Lexington city,2016,7148,4057,3091,3402,2639,358,294,8,5,138,92,3,2,148,59,3534,2685,421,325,43,21,202,115,10,5,3901,2983,3263,2544,348,287,8,5,136,91,3,1,143,55,3390,2587,409,315,41,20,199,113,10,4,156,108,139,95,10,7,0,0,2,1,0,1,5,4,144,98,12,10,2,1,3,2,0,1
25707,51,678,Virginia,Lexington city,2017,7154,4084,3070,3423,2624,359,286,11,5,137,86,3,4,151,65,3554,2682,425,318,48,19,210,112,17,5,3927,2974,3284,2541,348,280,11,5,135,85,3,3,146,60,3410,2595,411,308,47,19,207,109,17,4,157,96,139,83,11,6,0,0,2,1,0,1,5,5,144,87,14,10,1,0,3,3,0,1
25726,51,678,Virginia,Lexington city,2018,7297,4133,3164,3492,2714,362,285,9,7,128,92,3,4,139,62,3613,2770,425,311,46,26,193,115,21,6,3979,3066,3356,2629,351,279,9,7,126,91,3,3,134,57,3472,2680,412,302,44,26,190,112,21,5,154,98,136,85,11,6,0,0,2,1,0,1,5,5,141,90,13,9,2,0,3,3,0,1
25745,51,678,Virginia,Lexington city,2019,7446,4202,3244,3552,2791,361,279,8,9,129,92,3,5,149,68,3688,2852,427,309,42,25,194,120,11,7,4040,3139,3412,2700,349,272,8,9,127,91,3,4,141,63,3541,2756,411,299,40,24,190,118,10,6,162,105,140,91,12,7,0,0,2,1,0,1,8,5,147,96,16,10,2,1,4,2,1,1
25802,51,680,Virginia,Lynchburg city,2010,75548,35465,40083,23291,26166,10255,11939,141,141,1046,1027,29,21,703,789,23894,26843,10747,12492,324,349,1196,1193,64,56,34242,38963,22315,25279,10123,11808,104,103,1020,1020,13,14,667,739,22887,25911,10595,12331,272,292,1166,1177,44,48,1223,1120,976,887,132,131,37,38,26,7,16,7,36,50,1007,932,152,161,52,57,30,16,20,8
25821,51,680,Virginia,Lynchburg city,2011,76584,35936,40648,23637,26549,10292,12042,144,163,1081,1064,31,21,751,809,24294,27256,10807,12613,333,367,1247,1237,69,57,34672,39447,22636,25600,10153,11897,106,119,1053,1057,15,14,709,760,23256,26262,10648,12439,276,304,1211,1222,51,49,1264,1201,1001,949,139,145,38,44,28,7,16,7,42,49,1038,994,159,174,57,63,36,15,18,8
25840,51,680,Virginia,Lynchburg city,2012,77269,36263,41006,23970,26780,10243,12079,149,167,1105,1115,34,26,762,839,24632,27503,10782,12666,327,367,1265,1295,72,70,35002,39743,22980,25771,10094,11933,110,124,1078,1108,18,19,722,788,23605,26448,10605,12493,273,305,1236,1274,54,61,1261,1263,990,1009,149,146,39,43,27,7,16,7,40,51,1027,1055,177,173,54,62,29,21,18,9
25859,51,680,Virginia,Lynchburg city,2013,77940,36611,41329,24218,26912,10315,12218,147,175,1094,1141,35,27,802,856,24926,27650,10874,12823,332,388,1263,1321,76,71,35316,39983,23200,25839,10160,12066,110,123,1066,1133,19,20,761,802,23874,26533,10699,12637,275,320,1226,1298,59,61,1295,1346,1018,1073,155,152,37,52,28,8,16,7,41,54,1052,1117,175,186,57,68,37,23,17,10
25878,51,680,Virginia,Lynchburg city,2014,78141,36692,41449,24360,27017,10274,12163,146,177,1074,1141,38,30,800,921,25072,27826,10845,12812,324,394,1242,1350,69,66,35380,40006,23340,25862,10108,11998,111,125,1048,1132,22,23,751,866,24009,26619,10643,12617,273,322,1211,1330,51,57,1312,1443,1020,1155,166,165,35,52,26,9,16,7,49,55,1063,1207,202,195,51,72,31,20,18,9
25897,51,680,Virginia,Lynchburg city,2015,79134,37163,41971,24721,27451,10333,12233,154,172,1089,1143,36,27,830,945,25452,28278,10923,12906,323,393,1273,1341,79,71,35794,40413,23652,26199,10161,12075,118,119,1062,1128,20,20,781,872,24339,26955,10718,12702,270,320,1239,1314,61,61,1369,1558,1069,1252,172,158,36,53,27,15,16,7,49,73,1113,1323,205,204,53,73,34,27,18,10
25916,51,680,Virginia,Lynchburg city,2016,79710,37359,42351,24896,27740,10381,12259,156,180,1060,1165,38,29,828,978,25625,28594,10963,12966,349,411,1229,1372,73,70,35831,40696,23685,26385,10208,12099,114,126,1032,1147,21,21,771,918,24364,27182,10752,12770,289,339,1193,1340,53,58,1528,1655,1211,1355,173,160,42,54,28,18,17,8,57,60,1261,1412,211,196,60,72,36,32,20,12
25935,51,680,Virginia,Lynchburg city,2017,80523,37754,42769,25159,28068,10496,12372,156,173,1070,1168,38,30,835,958,25890,28896,11086,13065,329,398,1266,1362,78,77,36120,40976,23846,26580,10320,12209,113,114,1043,1153,20,21,778,899,24530,27355,10875,12867,267,316,1228,1336,55,66,1634,1793,1313,1488,176,163,43,59,27,15,18,9,57,59,1360,1541,211,198,62,82,38,26,23,11
25954,51,680,Virginia,Lynchburg city,2018,81309,38092,43217,25350,28409,10597,12404,164,175,1063,1185,40,32,878,1012,26138,29285,11219,13133,342,404,1276,1389,80,90,36385,41367,23988,26873,10411,12229,121,119,1039,1168,22,23,804,955,24710,27699,10993,12919,274,330,1231,1362,59,79,1707,1850,1362,1536,186,175,43,56,24,17,18,9,74,57,1428,1586,226,214,68,74,45,27,21,11
25973,51,680,Virginia,Lynchburg city,2019,82168,38559,43609,25727,28738,10638,12408,188,181,1049,1165,40,31,917,1086,26542,29689,11298,13201,371,426,1254,1395,87,74,36803,41661,24320,27110,10450,12230,140,122,1027,1149,22,23,844,1027,25069,28010,11063,12987,303,348,1217,1366,65,63,1756,1948,1407,1628,188,178,48,59,22,16,18,8,73,59,1473,1679,235,214,68,78,37,29,22,11
26030,51,683,Virginia,Manassas city,2010,38212,19152,19060,14624,14337,2687,2870,219,207,958,1037,36,30,628,579,15168,14841,3078,3224,375,363,1128,1192,67,56,12732,13422,8888,9313,2403,2609,41,59,916,1010,25,16,459,415,9284,9675,2690,2871,132,155,1059,1132,48,33,6420,5638,5736,5024,284,261,178,148,42,27,11,14,169,164,5884,5166,388,353,243,208,69,60,19,23
26049,51,683,Virginia,Manassas city,2011,39101,19628,19473,14806,14540,2851,2982,249,220,1009,1061,39,35,674,635,15404,15090,3268,3380,416,390,1179,1230,84,67,13061,13644,8977,9332,2540,2730,47,63,969,1033,26,18,502,468,9423,9747,2857,3023,149,162,1113,1173,60,43,6567,5829,5829,5208,311,252,202,157,40,28,13,17,172,167,5981,5343,411,357,267,228,66,57,24,24
26068,51,683,Virginia,Manassas city,2012,40284,20154,20130,15036,14970,2982,3110,256,227,1089,1131,44,39,747,653,15699,15540,3466,3512,422,393,1287,1312,85,73,13345,13969,9014,9480,2667,2821,48,60,1048,1105,28,20,540,483,9497,9903,3014,3123,148,162,1205,1245,60,46,6809,6161,6022,5490,315,289,208,167,41,26,16,19,207,170,6202,5637,452,389,274,231,82,67,25,27
26087,51,683,Virginia,Manassas city,2013,41082,20606,20476,15358,15135,3027,3238,285,220,1102,1162,54,51,780,670,16049,15710,3495,3667,471,387,1315,1340,98,81,13537,14080,9128,9503,2706,2884,49,58,1053,1131,35,24,566,480,9635,9924,3051,3185,150,159,1227,1276,69,45,7069,6396,6230,5632,321,354,236,162,49,31,19,27,214,190,6414,5786,444,482,321,228,88,64,29,36
26106,51,683,Virginia,Manassas city,2014,41142,20631,20511,15356,15063,3013,3208,278,235,1155,1261,50,45,779,699,16046,15675,3500,3636,457,418,1375,1455,88,75,13368,13963,8914,9327,2711,2830,55,62,1101,1225,30,23,557,496,9411,9765,3060,3133,162,172,1272,1382,53,43,7263,6548,6442,5736,302,378,223,173,54,36,20,22,222,203,6635,5910,440,503,295,246,103,73,35,32
26125,51,683,Virginia,Manassas city,2015,41409,20790,20619,15504,15142,2985,3201,294,255,1195,1270,55,40,757,711,16173,15765,3454,3652,467,415,1398,1468,104,69,13131,13715,8719,9091,2661,2798,50,62,1133,1227,32,22,536,515,9197,9540,2998,3130,149,159,1292,1384,62,46,7659,6904,6785,6051,324,403,244,193,62,43,23,18,221,196,6976,6225,456,522,318,256,106,84,42,23
26144,51,683,Virginia,Manassas city,2016,41189,20585,20604,15253,15068,3023,3219,317,278,1194,1280,58,35,740,724,15913,15699,3480,3688,507,453,1383,1475,92,71,12892,13615,8452,8934,2709,2849,54,63,1126,1234,29,21,522,514,8916,9382,3029,3185,156,167,1281,1388,54,46,7693,6989,6801,6134,314,370,263,215,68,46,29,14,218,210,6997,6317,451,503,351,286,102,87,38,25
26163,51,683,Virginia,Manassas city,2017,41141,20610,20531,15246,14990,3039,3215,298,250,1210,1312,55,34,762,730,15929,15622,3512,3681,481,429,1407,1505,93,70,12693,13346,8263,8665,2710,2850,41,47,1134,1256,28,22,517,506,8727,9098,3028,3178,132,150,1294,1410,52,45,7917,7185,6983,6325,329,365,257,203,76,56,27,12,245,224,7202,6524,484,503,349,279,113,95,41,25
26182,51,683,Virginia,Manassas city,2018,41046,20652,20394,15219,14907,3071,3132,315,250,1212,1343,61,38,774,724,15914,15536,3546,3580,500,429,1430,1532,97,85,12560,13061,8108,8442,2748,2768,41,43,1126,1278,30,26,507,504,8563,8876,3066,3081,131,143,1291,1432,57,60,8092,7333,7111,6465,323,364,274,207,86,65,31,12,267,220,7351,6660,480,499,369,286,139,100,40,25
26201,51,683,Virginia,Manassas city,2019,41085,20650,20435,15164,14851,3132,3195,316,240,1241,1363,59,41,738,745,15829,15504,3606,3666,489,418,1423,1564,98,79,12481,12948,7969,8279,2784,2797,41,44,1153,1292,29,24,505,512,8427,8737,3100,3119,141,143,1301,1450,54,44,8169,7487,7195,6572,348,398,275,196,88,71,30,17,233,233,7402,6767,506,547,348,275,122,114,44,35
