,County,Percent_Overall,Disparity_White_Male,Disparity_White_Female,Disparity_Black_Male,Disparity_Black_Female,Disparity_Hispanic_Male,Disparity_Hispanic_Female,Disparity_Asian_Pac_Male,Disparity_Asian_Pac_Female,year
979,King George County,0.24,-0.06,-0.117,1.029,-0.055,-0.24,-0.24,-0.24,-0.24,2015
980,King William County,0.104,-0.025,-0.026,0.285,0.029,-0.104,-0.104,-0.104,-0.104,2015
981,Lancaster County,0.342,0.078,-0.21600000000000005,0.64,-0.218,-0.342,-0.342,2.436,-0.342,2015
982,Lee County,0.541,-0.096,-0.314,3.811,14.527,-0.28,-0.541,-0.541,-0.541,2015
983,Loudoun County,0.037000000000000005,0.0,-0.016,0.336,-0.009000000000000001,-0.029,-0.037000000000000005,-0.034,-0.034,2015
984,Louisa County,0.237,-0.033,-0.08,0.634,-0.036000000000000004,-0.237,-0.237,0.862,-0.237,2015
985,Lunenburg County,0.364,0.008,0.08900000000000001,0.112,-0.311,-0.364,-0.364,-0.364,-0.364,2015
986,Madison County,0.107,-0.016,-0.022,0.3670000000000001,0.058,-0.107,-0.107,-0.107,-0.107,2015
987,Mathews County,0.192,0.07400000000000001,-0.142,0.847,0.044,-0.192,-0.192,-0.192,-0.192,2015
988,Mecklenburg County,0.459,0.163,-0.107,0.31,-0.316,-0.459,-0.459,-0.459,-0.459,2015
989,Middlesex County,0.271,0.02,-0.065,0.429,-0.16,-0.271,-0.271,-0.271,-0.271,2015
990,Montgomery County,0.128,-0.038,-0.077,2.628,0.14400000000000002,-0.128,-0.128,-0.128,-0.128,2015
991,Nelson County,0.217,0.011,-0.139,1.113,-0.111,-0.217,-0.217,-0.217,-0.217,2015
992,New Kent County,0.157,-0.086,-0.084,0.942,0.087,-0.157,0.293,-0.157,-0.157,2015
993,Northampton County,0.157,0.034,-0.13,0.262,-0.031,-0.157,-0.157,-0.157,-0.157,2015
994,Northumberland County,0.221,-0.087,-0.066,0.562,-0.094,-0.221,-0.221,-0.221,-0.221,2015
995,Nottoway County,0.276,-0.02,-0.112,0.12,0.023,-0.276,-0.276,1.724,-0.276,2015
996,Orange County,0.284,-0.011,-0.197,1.6669999999999998,-0.155,-0.16899999999999998,-0.284,-0.284,-0.284,2015
997,Page County,0.3720000000000001,-0.041,-0.294,13.09,1.954,-0.3720000000000001,-0.3720000000000001,1.756,-0.3720000000000001,2015
998,Patrick County,0.312,-0.141,-0.193,4.7860000000000005,0.111,0.043,-0.312,-0.312,-0.312,2015
999,Pittsylvania County,0.177,-0.01,-0.106,0.516,-0.076,-0.177,-0.177,0.5920000000000001,-0.177,2015
1000,Powhatan County,0.11,0.043,-0.093,0.399,-0.11,-0.11,-0.11,-0.11,-0.11,2015
1001,Prince Edward County,0.407,0.07200000000000001,-0.172,0.518,-0.279,-0.407,-0.006999999999999999,-0.407,-0.407,2015
1002,Prince George County,0.068,-0.012,0.005,0.079,-0.068,-0.068,-0.068,-0.068,-0.068,2015
1003,Prince William County,0.099,0.047,0.001,0.062,-0.08900000000000001,-0.08900000000000001,-0.099,-0.094,-0.094,2015
1004,Pulaski County,0.46,-0.061,-0.222,4.2360000000000015,0.28600000000000003,-0.46,-0.46,-0.46,-0.46,2015
1005,Rappahannock County,0.122,0.026,-0.093,1.128,-0.122,-0.122,-0.122,-0.122,-0.122,2015
1006,Richmond County,0.433,0.062,-0.152,0.157,-0.006999999999999999,-0.433,-0.433,2.424,-0.433,2015
1007,Roanoke County,0.142,0.023,-0.08199999999999999,1.0659999999999998,0.142,-0.142,-0.142,-0.07400000000000001,-0.142,2015
1008,Rockbridge County,0.362,-0.047,-0.147,5.018,0.949,1.286,-0.362,1.49,-0.362,2015
1009,Rockingham County,0.173,-0.003,-0.094,3.503,0.524,-0.173,-0.173,0.145,-0.173,2015
1010,Russell County,0.438,-0.114,-0.21600000000000005,23.026,3.484,-0.438,-0.438,-0.438,-0.438,2015
1011,Scott County,0.516,0.107,-0.342,17.502,5.454,0.845,-0.516,7.817,-0.516,2015
1012,Shenandoah County,0.292,-0.033,-0.162,6.801,0.591,-0.227,-0.292,-0.292,-0.292,2015
1013,Smyth County,0.302,-0.026,-0.158,6.91,-0.015,-0.302,-0.302,-0.302,-0.302,2015
1014,Southampton County,0.165,0.044,-0.054000000000000006,0.153,-0.132,-0.165,-0.165,-0.165,-0.165,2015
1015,Spotsylvania County,0.175,0.001,-0.071,0.5770000000000001,-0.128,-0.158,-0.175,-0.175,-0.175,2015
1016,Stafford County,0.211,0.053,-0.07400000000000001,0.295,-0.095,-0.199,-0.211,-0.211,-0.17600000000000002,2015
1017,Surry County,0.135,0.086,0.037000000000000005,-0.062,-0.071,-0.135,-0.135,-0.135,-0.135,2015
1018,Sussex County,0.18,0.246,-0.08199999999999999,-0.038,-0.103,-0.18,-0.18,-0.18,-0.18,2015
1019,Tazewell County,0.7040000000000001,-0.052000000000000005,-0.35600000000000004,8.185,1.538,0.915,-0.7040000000000001,0.57,-0.7040000000000001,2015
1020,Warren County,0.282,-0.032,-0.102,2.279,0.481,-0.152,-0.282,-0.282,-0.282,2015
1021,Washington County,0.223,0.009000000000000001,-0.099,4.612,0.6779999999999999,0.232,-0.223,-0.223,-0.223,2015
1022,Westmoreland County,0.228,0.042,-0.13,0.476,-0.228,-0.076,0.026,-0.228,-0.228,2015
1023,Wise County,0.667,-0.034,-0.383,3.73,1.841,-0.303,-0.667,-0.667,-0.667,2015
1024,Wythe County,0.29600000000000004,-0.044,-0.16899999999999998,6.277,0.727,0.299,-0.29600000000000004,-0.29600000000000004,-0.29600000000000004,2015
1025,York County,0.053,0.004,-0.034,0.262,-0.011,-0.053,-0.053,-0.053,-0.053,2015
1026,Alexandria city,0.03,0.0,-0.013,0.08199999999999999,-0.014,-0.03,-0.03,-0.03,-0.03,2015
1027,Bristol city,0.327,-0.054000000000000006,-0.193,3.987,0.329,-0.327,-0.327,-0.327,-0.327,2015
1028,Buena Vista city,0.35200000000000004,0.05,-0.165,3.47,-0.35200000000000004,-0.35200000000000004,-0.35200000000000004,-0.35200000000000004,-0.35200000000000004,2015
1029,Charlottesville city,0.201,0.033,-0.044,0.426,-0.119,-0.201,-0.201,-0.201,-0.201,2015
1030,Chesapeake city,0.189,0.107,-0.038,0.08900000000000001,-0.154,-0.14400000000000002,-0.189,-0.105,-0.166,2015
1031,Colonial Heights city,0.31,0.001,-0.133,1.474,-0.236,-0.31,-0.31,-0.31,-0.31,2015
1032,Covington city,,,,,,,,,,2015
1033,Danville city,0.603,0.41,-0.061,0.349,-0.5,-0.603,-0.603,-0.25,-0.603,2015
1034,Emporia city,,,,,,,,,,2015
1035,Fairfax city,,,,,,,,,,2015
1036,Falls Church city,0.051,0.022,-0.051,0.939,-0.051,-0.051,-0.051,-0.051,-0.051,2015
1037,Franklin city,0.624,0.823,0.036000000000000004,0.187,-0.588,0.552,-0.624,-0.624,-0.624,2015
1038,Fredericksburg city,0.3670000000000001,0.21600000000000005,-0.146,0.279,-0.175,-0.302,-0.3670000000000001,-0.3670000000000001,-0.3670000000000001,2015
1039,Galax city,0.574,-0.253,-0.17800000000000002,5.574,0.273,-0.574,-0.574,-0.574,-0.574,2015
1040,Hampton city,0.192,0.16399999999999998,-0.001,0.07,-0.157,-0.165,-0.192,-0.125,-0.192,2015
1041,Harrisonburg city,0.304,0.012,-0.153,1.84,-0.162,-0.224,-0.304,-0.304,-0.304,2015
1042,Hopewell city,0.477,0.146,-0.173,0.622,-0.376,-0.477,-0.477,-0.477,-0.477,2015
1043,Lexington city,,,,,,,,,,2015
1044,Lynchburg city,0.301,0.051,-0.177,0.657,-0.187,-0.228,-0.301,-0.301,-0.301,2015
1045,Manassas city,0.181,0.058,-0.049,0.28800000000000003,-0.15,-0.168,-0.181,-0.181,-0.181,2015
1046,Manassas Park city,,,,,,,,,,2015
1047,Martinsville city,,,,,,,,,,2015
1048,Newport News city,0.197,0.108,-0.02,0.147,-0.172,-0.16,-0.197,-0.161,-0.197,2015
1049,Norfolk city,0.278,0.119,-0.059,0.223,-0.212,-0.26,-0.278,-0.257,-0.278,2015
1050,Norton city,0.748,0.07200000000000001,-0.272,4.707,-0.044,-0.748,-0.748,-0.748,-0.748,2015
1051,Petersburg city,0.665,2.347,0.836,-0.052000000000000005,-0.599,-0.528,-0.665,-0.119,-0.136,2015
1052,Poquoson city,0.092,-0.039,-0.022,2.611,1.446,-0.092,-0.092,-0.092,-0.092,2015
1053,Portsmouth city,0.493,0.648,0.129,-0.058,-0.443,-0.401,-0.493,-0.354,-0.493,2015
1054,Radford city,0.324,-0.001,-0.14300000000000002,2.011,-0.207,-0.324,-0.324,0.35200000000000004,-0.324,2015
1055,Richmond city,0.242,0.131,-0.087,0.234,-0.189,-0.229,-0.242,-0.16399999999999998,-0.206,2015
1056,Roanoke city,0.327,0.15,-0.138,0.325,-0.23,-0.29600000000000004,-0.327,-0.266,-0.327,2015
1057,Salem city,0.331,-0.003,-0.153,2.122,0.099,0.215,-0.331,-0.331,-0.331,2015
1058,Staunton city,0.434,0.022,-0.271,2.7030000000000003,-0.175,-0.434,-0.434,-0.434,-0.434,2015
1059,Suffolk city,0.31,0.087,-0.073,0.309,-0.24,-0.146,-0.31,-0.179,-0.31,2015
1060,Virginia Beach city,0.11,0.004,-0.054000000000000006,0.37,-0.07400000000000001,-0.099,-0.104,-0.103,-0.104,2015
1061,Waynesboro city,0.395,-0.065,-0.213,2.336,0.047,-0.395,-0.395,-0.395,-0.395,2015
1062,Williamsburg city,,,,,,,,,,2015
1063,Winchester city,0.477,0.109,-0.21600000000000005,1.394,-0.212,-0.477,-0.477,0.058,-0.477,2015
1064,Accomack County,0.133,-0.025,-0.063,0.228,0.006999999999999999,-0.133,-0.133,0.5760000000000001,-0.133,2014
1065,Albemarle County,0.114,-0.012,-0.071,0.858,-0.001,-0.114,-0.114,-0.031,-0.078,2014
1066,Alleghany County,0.481,-0.017,-0.279,5.339,0.964,-0.481,-0.481,-0.481,-0.481,2014
1067,Amelia County,0.212,-0.044,-0.129,0.6509999999999999,0.051,-0.212,-0.212,-0.212,-0.212,2014
1068,Amherst County,0.239,0.04,-0.139,0.711,-0.175,-0.239,-0.239,-0.239,-0.239,2014
1069,Appomattox County,0.163,-0.042,-0.081,0.531,-0.163,1.027,-0.163,-0.163,-0.163,2014
1070,Arlington County,0.041,-0.002,-0.017,0.27,0.006,-0.041,-0.041,-0.032,-0.041,2014
1071,Augusta County,0.108,-0.015,-0.065,1.459,-0.004,-0.108,-0.108,-0.108,-0.108,2014
1072,Bath County,0.066,-0.066,0.028,0.703,-0.066,-0.066,-0.066,-0.066,-0.066,2014
1073,Bedford County,0.116,-0.031,-0.07,1.405,-0.006,-0.116,-0.116,0.126,-0.116,2014
1074,Bland County,0.106,0.012,-0.071,0.382,2.672,-0.106,-0.106,-0.106,-0.106,2014
1075,Botetourt County,0.121,-0.037000000000000005,-0.08900000000000001,2.874,0.49,-0.121,-0.121,-0.121,-0.121,2014
1076,Brunswick County,0.309,0.078,-0.106,0.269,-0.28600000000000003,-0.309,-0.309,-0.309,-0.309,2014
1077,Buchanan County,0.441,-0.098,-0.28,6.158,7.251,-0.441,-0.441,-0.441,-0.441,2014
1078,Buckingham County,0.165,-0.006,-0.065,0.222,-0.165,-0.165,-0.165,-0.165,-0.165,2014
1079,Campbell County,0.147,-0.012,-0.07,0.7020000000000001,-0.147,-0.147,-0.147,-0.147,-0.147,2014
1080,Caroline County,0.262,0.122,-0.133,0.32299999999999995,-0.191,-0.262,-0.262,-0.262,-0.262,2014
1081,Carroll County,0.215,-0.069,-0.14,22.474,1.539,-0.215,-0.215,3.3560000000000003,-0.215,2014
1082,Charles City County,0.07200000000000001,-0.006999999999999999,-0.001,0.118,-0.07200000000000001,-0.07200000000000001,-0.07200000000000001,-0.07200000000000001,-0.07200000000000001,2014
1083,Charlotte County,0.222,0.016,-0.079,0.263,-0.06,-0.222,-0.222,-0.222,-0.222,2014
1084,Chesterfield County,0.123,-0.013,-0.059,0.358,-0.058,-0.108,-0.123,-0.071,-0.107,2014
1085,Clarke County,0.126,-0.019,-0.05,1.014,0.449,-0.126,-0.126,-0.126,-0.126,2014
1086,Craig County,0.27,-0.191,-0.192,112.23,19.73,-0.27,-0.27,-0.27,-0.27,2014
1087,Culpeper County,0.175,0.032,-0.094,0.392,-0.092,-0.175,-0.175,0.325,-0.175,2014
1088,Cumberland County,0.061,-0.029,0.0,0.078,-0.003,-0.061,-0.061,-0.061,-0.061,2014
1089,Dickenson County,0.73,-0.326,-0.409,147.755,15.937,-0.73,-0.73,15.937,6.4129999999999985,2014
1090,Dinwiddie County,0.132,-0.032,-0.055,0.279,-0.07,-0.132,-0.132,-0.132,-0.132,2014
1091,Essex County,0.397,0.0,-0.155,0.6829999999999999,-0.266,-0.397,-0.397,-0.397,-0.397,2014
1092,Fairfax County,0.01,0.003,-0.001,0.047,-0.003,-0.01,-0.01,-0.009000000000000001,-0.01,2014
1093,Fauquier County,0.131,0.011,-0.055,0.611,-0.058,-0.131,-0.131,-0.131,-0.131,2014
1094,Floyd County,0.316,-0.01,-0.168,5.806,1.739,0.097,-0.316,5.24,-0.316,2014
1095,Fluvanna County,0.142,-0.02,-0.07200000000000001,0.6609999999999999,-0.099,0.348,-0.142,1.078,-0.142,2014
1096,Franklin County,0.284,-0.006,-0.16699999999999998,1.7990000000000002,0.142,-0.151,-0.284,-0.284,-0.284,2014
1097,Frederick County,0.256,0.02,-0.157,2.803,0.118,-0.163,-0.256,-0.256,-0.122,2014
1098,Giles County,0.35,0.024,-0.084,5.25,-0.35,-0.35,-0.35,-0.35,-0.35,2014
1099,Gloucester County,0.213,0.09,-0.116,0.534,-0.086,-0.043,-0.213,-0.213,-0.213,2014
1100,Goochland County,0.078,-0.008,-0.055,0.281,-0.025,-0.078,-0.078,0.6409999999999999,-0.078,2014
1101,Grayson County,0.182,0.008,-0.142,1.487,0.344,-0.182,-0.182,-0.182,-0.182,2014
1102,Greene County,0.131,0.037000000000000005,-0.039,0.17800000000000002,-0.131,-0.131,-0.131,-0.131,-0.131,2014
1103,Greensville County,0.32,-0.026,0.075,0.099,-0.203,-0.32,-0.32,-0.32,-0.32,2014
1104,Halifax County,0.42,0.146,-0.187,0.392,-0.274,-0.42,-0.42,2.384,-0.42,2014
1105,Hanover County,0.14,-0.005,-0.091,1.007,-0.038,-0.14,-0.14,0.311,-0.14,2014
1106,Henrico County,0.175,0.035,-0.066,0.322,-0.115,-0.141,-0.175,-0.152,-0.16699999999999998,2014
1107,Henry County,0.461,0.184,-0.215,0.6829999999999999,-0.395,-0.39,-0.461,-0.461,-0.461,2014
1108,Highland County,0.179,0.003,-0.179,16.488,-0.179,-0.179,-0.179,-0.179,-0.179,2014
1109,Isle of Wight County,0.134,-0.042,-0.081,0.519,-0.09,0.071,-0.134,-0.134,-0.134,2014
1110,James City County,0.165,0.005,-0.115,0.867,-0.066,-0.061,-0.165,-0.165,-0.165,2014
1111,King and Queen County,0.254,0.071,-0.17,0.621,-0.254,-0.254,-0.254,-0.254,-0.254,2014
1112,King George County,0.241,-0.051,-0.158,1.158,-0.103,-0.075,-0.241,-0.241,-0.241,2014
1113,King William County,0.198,-0.038,-0.104,0.98,-0.131,-0.198,-0.198,-0.198,-0.198,2014
1114,Lancaster County,0.175,-0.008,-0.15,0.6609999999999999,-0.175,-0.175,-0.175,-0.175,-0.175,2014
1115,Lee County,0.534,-0.125,-0.387,5.1560000000000015,8.162,-0.534,-0.534,-0.534,-0.534,2014
1116,Loudoun County,0.032,0.004,-0.02,0.299,0.004,-0.028,-0.032,-0.032,-0.029,2014
1117,Louisa County,0.207,0.005,-0.135,0.78,-0.106,0.012,-0.207,-0.207,-0.207,2014
1118,Lunenburg County,0.104,0.043,-0.104,0.11,-0.0,-0.104,-0.104,-0.104,-0.104,2014
1119,Madison County,0.192,-0.046,-0.141,2.002,-0.192,-0.192,-0.192,-0.192,-0.192,2014
1120,Mathews County,0.261,0.032,-0.111,1.3430000000000002,-0.261,-0.261,-0.261,-0.261,-0.261,2014
1121,Mecklenburg County,0.36,0.075,-0.19,0.479,-0.235,-0.36,-0.36,0.44,-0.36,2014
1122,Middlesex County,0.328,0.036000000000000004,-0.121,0.8,-0.328,-0.328,-0.328,-0.328,-0.328,2014
1123,Montgomery County,0.155,-0.022,-0.08199999999999999,2.466,0.12,-0.155,-0.155,-0.126,-0.155,2014
1124,Nelson County,0.168,-0.005,-0.121,1.032,-0.168,-0.168,-0.168,2.396,1.24,2014
1125,New Kent County,0.19,0.002,-0.104,0.722,-0.111,-0.19,-0.19,-0.19,-0.19,2014
1126,Northampton County,0.258,0.04,-0.231,0.6970000000000001,-0.258,-0.258,-0.258,-0.258,1.409,2014
1127,Northumberland County,0.261,-0.128,-0.083,1.003,-0.261,-0.261,-0.261,-0.261,-0.261,2014
1128,Nottoway County,0.11,-0.045,-0.087,0.18600000000000005,0.0,-0.11,-0.11,-0.11,-0.11,2014
1129,Orange County,0.163,0.02,-0.129,0.826,-0.031,-0.163,-0.163,-0.163,-0.163,2014
1130,Page County,0.311,-0.062,-0.191,9.955,1.053,0.106,-0.311,1.689,-0.311,2014
1131,Patrick County,0.319,-0.016,-0.214,3.239,0.4920000000000001,-0.319,-0.319,3.527,-0.319,2014
1132,Pittsylvania County,0.154,0.046,-0.034,0.107,-0.125,-0.154,-0.154,-0.154,-0.154,2014
1133,Powhatan County,0.109,-0.005,-0.058,0.298,0.071,-0.109,-0.109,-0.109,-0.109,2014
1134,Prince Edward County,0.348,0.202,-0.114,0.163,-0.272,-0.041,-0.348,-0.348,-0.348,2014
1135,Prince George County,0.099,-0.009000000000000001,-0.025,0.124,-0.078,-0.035,-0.099,-0.099,-0.099,2014
1136,Prince William County,0.085,0.054000000000000006,-0.006999999999999999,0.031,-0.073,-0.081,-0.085,-0.085,-0.08,2014
1137,Pulaski County,0.454,0.003,-0.16,2.608,0.145,0.25,-0.454,0.526,-0.454,2014
1138,Rappahannock County,0.123,0.055,-0.094,0.51,0.5710000000000001,-0.123,-0.123,-0.123,-0.123,2014
1139,Richmond County,0.349,0.043,-0.038,0.112,-0.241,-0.062,-0.349,-0.349,-0.349,2014
1140,Roanoke County,0.119,-0.004,-0.068,1.179,0.133,-0.119,-0.119,-0.119,-0.119,2014
1141,Rockbridge County,0.343,-0.037000000000000005,-0.194,7.252000000000002,0.956,-0.343,-0.343,1.381,-0.343,2014
1142,Rockingham County,0.181,-0.057,-0.11,6.797999999999999,0.8809999999999999,-0.181,-0.181,0.165,-0.181,2014
1143,Russell County,0.552,-0.18600000000000005,-0.332,32.415,10.906,0.05,-0.552,2.478,-0.552,2014
1144,Scott County,0.573,-0.11,-0.34700000000000003,40.379,11.291,0.094,-0.573,-0.573,-0.573,2014
1145,Shenandoah County,0.206,-0.054000000000000006,-0.134,6.58,0.49,-0.139,-0.206,-0.206,-0.206,2014
1146,Smyth County,0.374,-0.079,-0.258,13.357,1.626,-0.041,-0.374,1.709,-0.374,2014
1147,Southampton County,0.13699999999999998,0.001,-0.1,0.235,-0.07200000000000001,-0.13699999999999998,-0.13699999999999998,-0.13699999999999998,-0.13699999999999998,2014
1148,Spotsylvania County,0.163,-0.006,-0.07400000000000001,0.589,-0.067,-0.163,-0.163,-0.1,-0.163,2014
1149,Stafford County,0.155,0.008,-0.06,0.379,-0.051,-0.142,-0.155,-0.155,-0.155,2014
1150,Surry County,0.251,-0.034,-0.08199999999999999,0.388,-0.187,-0.251,-0.251,-0.251,-0.251,2014
1151,Sussex County,0.171,-0.02,-0.122,0.116,-0.171,0.86,-0.171,-0.171,-0.171,2014
1152,Tazewell County,0.897,-0.123,-0.51,12.146,3.678,-0.008,-0.897,-0.264,-0.897,2014
1153,Warren County,0.234,0.008,-0.179,2.6710000000000003,0.41,-0.234,-0.234,-0.234,-0.234,2014
1154,Washington County,0.253,-0.073,-0.153,12.388,1.914,-0.253,-0.253,-0.253,-0.253,2014
1155,Westmoreland County,0.304,0.07,-0.173,0.634,-0.225,-0.304,-0.304,-0.304,-0.304,2014
1156,Wise County,0.654,-0.158,-0.386,4.988,3.168,0.098,-0.654,0.716,-0.654,2014
1157,Wythe County,0.344,-0.084,-0.14,7.046,0.161,-0.344,-0.344,-0.344,-0.344,2014
1158,York County,0.062,0.016,-0.05,0.331,-0.062,-0.062,-0.062,-0.0,-0.062,2014
1159,Alexandria city,0.023,0.006,-0.008,0.043,-0.017,-0.023,-0.023,-0.023,-0.023,2014
1160,Bristol city,0.343,-0.071,-0.234,3.864,1.206,-0.343,-0.343,-0.343,-0.343,2014
1161,Buena Vista city,0.596,-0.162,-0.314,7.6389999999999985,1.858,-0.596,-0.596,-0.596,-0.596,2014
1162,Charlottesville city,0.16699999999999998,-0.019,-0.075,0.6409999999999999,-0.104,-0.16699999999999998,-0.16699999999999998,-0.16699999999999998,-0.11,2014
1163,Chesapeake city,0.156,0.084,-0.043,0.093,-0.116,-0.156,-0.156,-0.127,-0.133,2014
1164,Colonial Heights city,0.338,-0.03,-0.151,1.621,-0.18600000000000005,-0.338,-0.338,0.031,-0.338,2014
1165,Covington city,,,,,,,,,,2014
1166,Danville city,0.71,0.583,-0.115,0.329,-0.607,-0.71,-0.71,0.381,-0.303,2014
1167,Emporia city,,,,,,,,,,2014
1168,Fairfax city,,,,,,,,,,2014
1169,Falls Church city,0.015,0.004,0.003,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,2014
1170,Franklin city,0.489,-0.104,0.155,0.415,-0.344,-0.489,0.575,-0.489,-0.489,2014
1171,Fredericksburg city,0.273,0.077,-0.026,0.309,-0.219,-0.273,-0.273,-0.273,-0.273,2014
1172,Galax city,0.7829999999999999,-0.018000000000000002,-0.603,8.856,-0.333,-0.7829999999999999,-0.7829999999999999,-0.7829999999999999,-0.7829999999999999,2014
1173,Hampton city,0.182,0.17800000000000002,-0.011,0.059,-0.155,-0.128,-0.182,-0.182,-0.182,2014
1174,Harrisonburg city,0.297,-0.048,-0.16,2.507,0.13699999999999998,-0.297,-0.297,-0.297,-0.297,2014
1175,Hopewell city,0.507,0.091,-0.158,0.711,-0.383,-0.507,-0.507,0.348,-0.507,2014
1176,Lexington city,,,,,,,,,,2014
1177,Lynchburg city,0.262,0.017,-0.08800000000000001,0.468,-0.172,-0.18600000000000005,-0.262,-0.08199999999999999,-0.262,2014
1178,Manassas city,0.19,0.084,-0.037000000000000005,0.208,-0.159,-0.19,-0.19,-0.19,-0.19,2014
1179,Manassas Park city,,,,,,,,,,2014
1180,Martinsville city,,,,,,,,,,2014
1181,Newport News city,0.191,0.103,-0.046,0.129,-0.124,-0.191,-0.191,-0.117,-0.191,2014
1182,Norfolk city,0.278,0.116,-0.039,0.2,-0.214,-0.269,-0.278,-0.172,-0.278,2014
1183,Norton city,1.524,0.175,-0.903,12.112,2.503,-1.524,-1.524,-1.524,-1.524,2014
1184,Petersburg city,0.747,2.17,0.754,0.13,-0.674,-0.606,-0.747,-0.195,-0.747,2014
1185,Poquoson city,0.1,-0.011,-0.048,5.782,-0.1,-0.1,-0.1,-0.1,-0.1,2014
1186,Portsmouth city,0.434,0.623,0.115,-0.098,-0.384,-0.289,-0.434,-0.434,-0.434,2014
1187,Radford city,0.408,0.123,-0.229,1.569,-0.29,-0.408,-0.408,1.527,0.0,2014
1188,Richmond city,0.225,0.116,-0.046,0.19,-0.187,-0.199,-0.225,-0.109,-0.225,2014
1189,Roanoke city,0.35200000000000004,0.086,-0.161,0.472,-0.175,-0.35200000000000004,-0.35200000000000004,-0.146,-0.35200000000000004,2014
1190,Salem city,0.334,0.058,-0.182,2.177,-0.119,-0.07400000000000001,-0.334,-0.334,-0.334,2014
1191,Staunton city,0.408,0.039,-0.238,2.031,0.025,-0.408,-0.408,0.527,-0.408,2014
1192,Suffolk city,0.26,0.146,-0.042,0.187,-0.24,-0.26,-0.26,-0.118,-0.26,2014
1193,Virginia Beach city,0.057,0.021,-0.025,0.121,-0.04,-0.057,-0.057,-0.043,-0.057,2014
1194,Waynesboro city,0.451,-0.156,-0.205,3.0380000000000003,-0.065,-0.451,-0.451,1.319,-0.451,2014
1195,Williamsburg city,,,,,,,,,,2014
1196,Winchester city,0.376,-0.093,-0.175,2.16,0.085,-0.336,-0.376,-0.376,-0.376,2014
1197,Accomack County,0.14,0.021,-0.105,0.266,-0.04,-0.14,-0.14,-0.14,-0.14,2013
1198,Albemarle County,0.078,-0.006999999999999999,-0.055,0.6859999999999999,0.018000000000000002,-0.078,-0.078,-0.078,-0.078,2013
1199,Alleghany County,0.276,-0.056,-0.21,5.308,-0.006,-0.276,-0.276,-0.276,-0.276,2013
1200,Amelia County,0.142,-0.057,-0.058,0.562,-0.142,0.399,-0.142,-0.142,-0.142,2013
1201,Amherst County,0.22,-0.026,-0.129,0.7609999999999999,-0.029,-0.22,-0.22,-0.22,-0.22,2013
1202,Appomattox County,0.052000000000000005,-0.018000000000000002,-0.036000000000000004,0.228,-0.052000000000000005,-0.052000000000000005,-0.052000000000000005,-0.052000000000000005,-0.052000000000000005,2013
1203,Arlington County,0.018000000000000002,0.005,-0.015,0.106,-0.018000000000000002,-0.006999999999999999,-0.018000000000000002,0.011,-0.018000000000000002,2013
1204,Augusta County,0.065,-0.006999999999999999,-0.051,0.745,0.24,0.249,-0.065,0.407,-0.065,2013
1205,Bath County,0.28300000000000003,0.092,-0.19,1.146,0.828,-0.28300000000000003,-0.28300000000000003,-0.28300000000000003,-0.28300000000000003,2013
1206,Bedford County,0.095,-0.013,-0.049,0.747,0.018000000000000002,-0.095,-0.095,0.457,-0.095,2013
1207,Bland County,0.075,-0.017,-0.075,1.354,-0.075,-0.075,-0.075,-0.075,-0.075,2013
1208,Botetourt County,0.085,-0.04,-0.079,2.992,0.117,-0.085,-0.085,1.231,-0.085,2013
1209,Brunswick County,0.2,0.077,-0.028,0.107,-0.154,-0.2,-0.2,-0.2,-0.2,2013
1210,Buchanan County,0.339,-0.14400000000000002,-0.251,6.403,6.417999999999998,-0.339,-0.339,-0.339,-0.339,2013
1211,Buckingham County,0.128,-0.006999999999999999,-0.048,0.162,-0.08800000000000001,-0.128,-0.128,-0.128,-0.128,2013
1212,Campbell County,0.118,-0.019,-0.092,0.636,0.079,-0.118,-0.118,-0.118,-0.118,2013
1213,Caroline County,0.38,0.032,-0.229,0.826,-0.309,-0.38,-0.19,-0.38,-0.38,2013
1214,Carroll County,0.14,-0.05,-0.1,18.908,2.638,-0.14,-0.14,-0.14,-0.14,2013
1215,Charles City County,0.057,-0.057,0.013,0.13,-0.057,-0.057,-0.057,-0.057,-0.057,2013
1216,Charlotte County,0.212,-0.069,-0.141,0.667,-0.159,-0.212,-0.212,9.788,-0.212,2013
1217,Chesterfield County,0.121,-0.002,-0.065,0.345,-0.053,-0.098,-0.121,-0.103,-0.105,2013
1218,Clarke County,0.112,-0.034,-0.051,1.822,-0.112,-0.112,-0.112,-0.112,-0.112,2013
1219,Craig County,0.078,-0.038,-0.078,37.422,-0.078,-0.078,-0.078,-0.078,-0.078,2013
1220,Culpeper County,0.134,-0.024,-0.056,0.504,-0.078,-0.091,-0.134,-0.134,-0.134,2013
1221,Cumberland County,0.091,0.067,-0.06,0.046,-0.091,-0.091,-0.091,4.454,-0.091,2013
1222,Dickenson County,0.277,0.006999999999999999,-0.198,29.353,13.515999999999998,5.279,-0.277,-0.277,-0.277,2013
1223,Dinwiddie County,0.118,0.08,-0.03,0.044,-0.118,-0.118,-0.118,-0.118,-0.118,2013
1224,Essex County,0.161,-0.029,-0.01,0.242,-0.119,-0.161,-0.161,-0.161,-0.161,2013
1225,Fairfax County,0.01,0.004,-0.004,0.046,-0.005,-0.009000000000000001,-0.01,-0.01,-0.01,2013
